FILE_UUID,Sample_ID
96f45c1d-a11a-428d-8160-f4a1b78d03b6,37cc2cf6-b57d-4f29-8e50-a5fb2b81826e
605b7109-bd06-4b3b-8970-d8680c331b14,d8484655-4bd0-4722-8efd-f5a117db3d1e
092a3224-3d89-4028-bff6-a6b36cd5e5bc,e2ef5d26-f3ee-4f1f-9553-9239548b57d2
449e8673-9900-43fb-8ee4-dde858568ea0,56f203fb-54aa-41b5-a7fc-2ceb0ab403ea
d785a695-0a0e-43b4-9cc3-e8515079411d,183a47b2-1b00-4a72-adeb-f35b55692ee1
1b57be69-8f5d-4092-8f24-eb3ab487852c,c90925f3-2126-478f-b0d4-f3b2c50cfbf9
17389e4d-435f-4a2c-b067-d4caa0be0310,b2054249-24b2-4df7-86ee-5ec50567eb66
eb00cbed-63c4-4d47-9b6a-9dde1306b8cd,e56d8542-de3e-434c-bf99-0bc644620e62
ac450438-a304-4364-9407-e398ccdbcf66,bccb7f9d-8dde-45b7-a50d-6c7233239ceb
fc2e10e8-4cae-4f93-a2de-65cd25d4f965,8f105d0d-0630-46fc-8168-dcba11a5197f
00be20a3-6ec8-44dd-afac-9085c6a03da9,8f105d0d-0630-46fc-8168-dcba11a5197f
d1a73686-9bf9-4be6-aeb9-a1c2f42826f1,1fd04ac8-5664-43e8-8961-7ca33d02868d
934ab23d-45ed-4123-9661-2df1eb9e31ef,a5bda692-328b-4c6e-9b2a-8c420829bd36
d986cfc5-8096-4aaf-b52d-f665e7ea996f,f931a324-6a14-4044-8e9d-c02b5cfda993
80d32492-e5f4-4cef-9441-b8043beb54dd,2c85548b-d1fd-4fc8-9908-60205a42e080
eb48f75e-8ae9-446a-a763-6c591924deb6,56aeaeeb-d549-405a-bf32-e355c2366428
cfe0818a-1baf-407f-a43d-373725e3e581,6db3fca6-f447-4dfd-b991-9014494c7e02
796d9772-ed67-4735-8d3a-e694c1510b00,2c85548b-d1fd-4fc8-9908-60205a42e080
12f60a5a-3e62-484e-b747-8f22bd54dc87,7862fb6e-85d1-4bf3-a0d9-909e558f85be
c6754722-a9ca-49c6-bd71-3188fd5068d6,c0681e1f-5fb4-4229-a0e0-6d90901e7526
1e67507b-d832-4e69-bc0f-71596888f17e,a48cc32c-2ca7-47d8-a051-d8206db59381
a63ef3c0-3896-47ef-95a9-11bd58a11cf5,c73b6467-a0df-4a95-8917-34860f04d92b
44eb6d7a-a3c2-4023-b068-1c2f50b564db,e1fea2e1-f66b-485d-a5eb-5df65e58fea9
13b3cd78-1dee-4bda-99e0-f85ca5b9c4d1,b8bac212-127d-4eee-8647-3bddc13c9415
363957ce-7840-4c54-9905-3a71ef7b8b54,84671ecf-bdd4-4280-a409-f46ae5ca7d92
57633cf4-3549-4c37-a1fa-381a21d8b705,5eb42b0e-e7d5-46da-96de-2284c4372228
15b9588c-c288-4fce-bc7f-c621214931e6,16c0bc9a-a8b7-40a1-a6bf-e5acdab022a6
a880f578-b579-4473-8d14-67e6a1070e9a,95115646-d495-40a4-9770-6700778e4ca9
4cef7f53-70a1-44d0-8796-73d8abc3c92a,5ba7cf53-d60c-4c22-95c2-bf19069077de
39f62761-c854-40d2-b444-6e4da270dc93,ea9ee289-5cd5-4e0f-b0b5-b359d19c0df7
a25a44a9-26b3-472a-8ec4-a8aecbc09880,296cc7a9-ad1e-45fc-a702-f100f0400817
202e9943-0192-434f-b2c0-96ef8a75ca4f,ba1d1144-22c8-4ffd-90e1-b73f523d454b
a44caa21-57d9-48a9-96b3-5a7d85db5135,324fafe4-0109-4273-87ea-f0e212b2be84
b0225d62-ebf9-4225-a527-f33b497436b5,d852e033-45c1-4797-ba6d-d856f80209a3
b44a11ce-dc78-4a23-af13-7354a4d80fa9,9d40349e-5962-4709-9c90-b331fef9fd58
91708741-d299-42ef-8a87-8551dc47dca3,9d40349e-5962-4709-9c90-b331fef9fd58
bc34406c-4f47-4d3e-9bed-01cb08ede240,abe68bc0-fe69-409e-851e-3ccf10c8ac94
9601a59e-9fc7-43c5-b655-ac98dfa90429,204f56b8-2a07-461b-b4fb-51399aa93bec
785b810e-db77-4d75-b462-d22a1e01479f,42f4be4f-139e-448a-b533-6d7c5a69d641
4343dea0-04c5-4691-a49b-d94977552581,441d4146-ff65-486c-957b-1cecb3552bec
0d81ddae-cd4c-4b2d-9caf-a6c054c9bdab,6e83ec8c-95b9-42d4-8353-5c49f494a871
14232aef-8aba-4fa0-94b9-468c7a7a7da8,6e83ec8c-95b9-42d4-8353-5c49f494a871
d2925e2f-d4e8-4e9a-a0e1-0c9f1fa3365c,6e83ec8c-95b9-42d4-8353-5c49f494a871
e22a8d0e-a0b6-48fd-969f-aba24d3fe52f,6e83ec8c-95b9-42d4-8353-5c49f494a871
d6dc948c-9559-4496-bbff-d8e7262a9722,441d4146-ff65-486c-957b-1cecb3552bec
a644408b-b6c7-4416-a893-5845a1141f7c,6e83ec8c-95b9-42d4-8353-5c49f494a871
64a4763e-cab7-4081-8c10-dd56679e91ea,6e83ec8c-95b9-42d4-8353-5c49f494a871
8efc0d06-5858-4eb3-82e6-74e206b2a239,6e83ec8c-95b9-42d4-8353-5c49f494a871
3f35b2bd-7c3a-4760-a0f8-de8f9a00ebdb,6e83ec8c-95b9-42d4-8353-5c49f494a871
ace88284-1371-45d0-b6bd-36cfcc588d67,6e83ec8c-95b9-42d4-8353-5c49f494a871
5b794fdf-bb22-4260-9ba9-0da07b78900f,9c174af7-ea73-413f-ab7d-b3bba7f4ac6c
aadce5a4-ea05-4085-b7c2-b2fb2165aad6,6bddf3fb-b808-46ff-8207-ce510315448d
b722badc-340d-40dd-92b9-d272f744e415,f086df4f-ad28-4a0b-bd53-ccc677aa9d44
cbf4032e-d3e6-4581-b4a8-110de0208d51,3d5b5977-1378-47ca-8fcb-57df49f2b058
48717c95-c0ca-4bd4-bfea-aa195617fc7f,3d5b5977-1378-47ca-8fcb-57df49f2b058
39236518-53b2-44ba-9c3f-0d0a41b5dbb0,5a484124-0a04-46b0-92e1-53225640432e
d93542f2-5b43-4174-affe-1dc97da6fa30,5a484124-0a04-46b0-92e1-53225640432e
f65a0390-2d92-4103-a54c-c176541e2b5f,5a484124-0a04-46b0-92e1-53225640432e
1aa29a95-5337-4b4f-8a51-e3b71aeb8983,5a484124-0a04-46b0-92e1-53225640432e
8e6d2ee4-ec71-44bf-9fe5-ec730698ce68,5a484124-0a04-46b0-92e1-53225640432e
3c344aa6-fe11-43c0-9c7e-0176f6fdb37a,5a484124-0a04-46b0-92e1-53225640432e
fe7719e8-b22a-4150-a84b-749ddfe1351d,5a484124-0a04-46b0-92e1-53225640432e
0142f559-a65b-4dfa-aad9-cd4f22b86f46,5a484124-0a04-46b0-92e1-53225640432e
3a046249-9a5d-4074-8b09-d57e0477c00e,5a484124-0a04-46b0-92e1-53225640432e
d23f0bd3-4b10-43be-98f1-1b44064bcf95,8dfc30e6-d433-4628-8e8f-70bf1913026b
986da244-df0d-4013-b87b-6b1324c61eb9,8fba6dd2-19b2-475b-b7c2-6ad637fdbb33
b261f3a5-ae9f-4154-90cd-3f32c41f2d18,8fba6dd2-19b2-475b-b7c2-6ad637fdbb33
d84d641a-a349-49ab-ae49-17be10f613f1,11437143-41f5-4005-9124-4d6a4a2f0e2d
fd7c24a5-9803-4d4b-b188-81a8b979e8c5,11437143-41f5-4005-9124-4d6a4a2f0e2d
451f89d1-a0a8-41aa-9042-7b1dc19db032,f0739840-9fdf-4fb1-8581-542d901e7058
eee038be-e337-4d80-b1dc-9a4476969c3c,3732a5b7-fd8d-493d-9c4e-7be3dda9baab
255aeb63-32cb-47a0-8f7a-ea61b2687685,b427c72f-8ebd-47a4-8e72-04024625e0b6
c795d7d9-f523-4347-8eff-f5a654c2778b,154ae211-bf94-45cf-b761-9b0aedb688b3
839e8c53-dab0-416e-80d2-400762444455,8ff2099c-8bbd-409b-b80e-929b32490a89
8f5c9bf0-18fd-4f46-9025-d6c0b90e9dc7,c7ca8fee-bd73-435b-b351-216e5dc38726
aac19992-6e91-4545-b632-d693963e092d,c7ca8fee-bd73-435b-b351-216e5dc38726
4e2683e0-3cc1-4ef8-aaf8-f19e2ec9a359,6b57ec87-e97a-40e4-ab96-fca9fa9d6854
2f26c520-04ad-40ed-959d-d43ec72a2702,81528753-1aad-4535-8c4d-1d5474488fc4
27686caf-6589-4296-acc0-c065d1825e9b,6b57ec87-e97a-40e4-ab96-fca9fa9d6854
3cab0db3-346b-483d-a4d1-16086944e06e,81528753-1aad-4535-8c4d-1d5474488fc4
efe3f8fb-c709-4fc2-9140-3fd3115a478f,86eb32df-b8c3-47db-90d8-fb534d7e6cbf
2a39941b-3517-4068-b5a4-2e4c25976e45,7e3cafa2-13f1-4852-826e-8528bde7189f
a8b1fcce-7641-4178-a1ae-61571924870a,ad1c7bde-bd29-471f-a05c-c2ea51bcdac9
ebe3537d-fdfc-4f63-9262-9bcc0471b8b5,096a0740-b1f3-4010-b46b-fb81db2bcbd4
9d46a3cd-710e-4606-87d3-4107913d808d,b810d117-8d9b-4dd8-a24b-dc49b030de71
ae17ec8d-92d0-464b-be39-cf1b7ec88d4c,cf3ed356-dd4d-4869-95e6-907949c47912
3a14e60b-3148-4136-af9f-2958046fa189,3b43c7f2-592a-40a1-98af-5adcabd9960d
19712640-fadb-4e25-acc4-26030496087b,760577f6-8271-4d61-82b9-89d0c67d9362
a26d6758-564e-4b15-9300-dce25e6ccf55,bd6964c4-2696-4389-8120-ded28b5c915b
bf7e8f61-44c8-4040-afc8-42cb687f2c12,9a548d74-39b2-47ec-b95e-ace827e49a6c
3f566d4c-f976-479c-8a71-41154fa228bf,a31196ad-2c62-47a1-b2e6-638438e607d3
71fee743-bbc5-4a62-a752-b3f11d65bf8f,6d821162-a830-4356-ba07-f86a77ecd974
70afad62-4e62-44c4-9a36-3da19650e733,075552a8-8012-4a2d-8281-74fe1567a739
fc26868d-d278-4d66-bfe8-2707df8897a9,32d6a64e-a8f5-4691-9fc8-b8c0ad241ea0
9b920110-b62a-4482-b47d-a9e35bfce41e,eeb3af44-9afc-41fc-ab92-bbf5d4afa53c
d51ef8d4-2a4f-4d7d-a8b0-03ede3109641,3591eea7-3c9e-41f4-be6c-c7c23cd600e6
a53b5b43-8b77-4e11-824f-9bde614a7b1b,a42c6ad7-eed5-46c1-9614-3eee9a0f667f
9ef23244-1854-4fe7-b11b-beab4f47ca66,a7cc2eec-96ea-4383-b92a-7c5df8c1c9df
bb6bf795-94e3-4315-b9a6-d32efe4851bc,062d074e-1536-45db-8e5d-617d171dabf1
45a1fb2b-54a0-4a24-8a11-a2d4e5f83f3e,a7cc2eec-96ea-4383-b92a-7c5df8c1c9df
02ed9531-7dcb-43c9-a2ad-93c49a89a760,40f3affe-4baa-43e9-8a57-41bddf425201
01173668-a2a0-4e50-973a-05e83da3df4f,40f3affe-4baa-43e9-8a57-41bddf425201
7f2aad63-653d-4974-9d40-96ae8c618bdd,90cff82b-31b9-4797-881a-8b1c6512ffa2
30bc2ff2-e2d8-4826-b366-a765af874e79,89ac88cf-5446-49a5-a3b1-7a1682f051a2
377ce533-8e87-43b2-9c25-105839ebbdd7,28dc9d71-c30b-42b4-980c-37befa81cb98
754bec03-2e61-4652-b373-3e1f66001809,19cb586c-de34-48f4-bd46-390755b2e23d
435647a5-58f6-44ca-872f-e2f4adfd33dd,de7f6b99-ea71-4c44-b412-ab20b1616c40
1579826b-2713-4a05-aa4c-a54846e97a84,de7f6b99-ea71-4c44-b412-ab20b1616c40
a6c749f0-77f0-4276-8de3-2f46d4e0e07a,7c12327f-05c5-4721-8031-93a318835580
a83b7423-32c7-45e0-953d-91566c6eb432,358bd002-2a75-4a4c-a583-c692c630750b
a6fa48b6-a673-418a-b086-d5cd3e6e823d,7c12327f-05c5-4721-8031-93a318835580
a7a52fb9-3775-4211-9d9d-6506f9db54f4,f9b45edd-18fe-4868-b0df-13024a90a3d5
a679d695-0e30-4acc-b571-43ff77354c0d,16acbdbc-a397-4318-b11a-244d7e1350e6
85e10f64-77b9-48b5-ba3f-5ee56bb3042c,16acbdbc-a397-4318-b11a-244d7e1350e6
ffae41d2-1c05-42d6-b9a1-c8947664dfdb,16acbdbc-a397-4318-b11a-244d7e1350e6
28515fea-02da-4b19-9554-6cd9cc55a3d2,7ca43383-5884-4d60-ae2d-8ff05b87c4f9
e336d0f7-f0f9-4fef-9eb3-2ff43da0ca7a,418736a4-00d2-406b-a625-0d15726713ca
ea9736d6-504b-458a-9361-605ce755aef6,8b7f1ab8-d3f1-448b-8442-3b81fe586fdb
3c258af5-5104-48f2-97e0-e5e61c27d0d3,820df075-4e96-496c-acc5-8eace7e4fdf2
d3d6f494-a284-4094-8e5a-1065cf7502b7,6483a131-0ac0-4d9d-b184-b249e1ac971f
a370a532-0169-429d-9c60-cb853954e6d3,46fb1711-e385-49a4-bf15-7990123cbe6b
1ad4bf2a-8d0e-4faa-83a5-09af35900502,46fb1711-e385-49a4-bf15-7990123cbe6b
5f9efb30-3520-4b4f-bd93-4608c1c2951b,46fb1711-e385-49a4-bf15-7990123cbe6b
ca97b61f-6cd6-4439-96ba-009841691943,2574b5d7-6bbe-4cb3-830f-ddd6c2a7944d
4b9b7066-1c3e-48f1-a23d-6e76487b4c45,46fb1711-e385-49a4-bf15-7990123cbe6b
bf1d40cb-61c7-454b-a885-ad9e936c3c8f,7cc80938-e5a3-4bfb-a988-e4c876894bcf
657fda6b-c9f9-4bf4-b83b-92c99fd43a6e,ea4647ed-9f05-47b1-bccd-1dec362903c4
4b7cb669-724b-48e0-a655-f2110bf81bc6,7cc80938-e5a3-4bfb-a988-e4c876894bcf
2e1217f8-442e-431e-9036-1e159627a9ae,4353cfa7-a214-47e1-ad73-c58ddb69dd30
f9ec92f3-5f8b-4e1c-acf7-88dcc6fe8b9e,7cc80938-e5a3-4bfb-a988-e4c876894bcf
26907f33-79cf-4322-b79b-a0ae1b14ae42,68e7b9b7-1565-4034-91e9-9ec4e1a34b39
a7aa17d3-4cc1-4547-9da8-7106c45b148b,a04388a8-e4b0-4961-8f06-a08f99299ce2
a027aadc-e3b8-436c-bac5-06043e7edd02,68e7b9b7-1565-4034-91e9-9ec4e1a34b39
96f96a04-09c8-410a-92fa-410667d17772,95409ee3-cc72-483d-9e70-784215e855bf
ff9f7c98-19f6-4592-9970-f4cfedf88605,73ff6bac-f086-4cf5-a5cb-c3b4a8d28e55
bfcd585f-bb31-4351-b0fa-2c49018264bd,863db03e-ab4e-41c4-bc11-321987b577b9
1b70e7bd-1857-4481-95c4-33516f9b862c,8ec0a767-a1fa-4e6b-b57d-20f7112f45bc
da7dae6f-86b8-45fc-8576-c7d332ca22c9,720b03f2-b46f-43a0-9ab0-fb0734e691f1
5dd9aa90-a8b2-4d11-975a-8a382092bc56,91f629f5-6938-4f5c-ba2e-1f519ce6b255
215c3a42-61e6-4bef-8dda-5401fce31cd8,91f629f5-6938-4f5c-ba2e-1f519ce6b255
88fae228-c288-41a2-b832-57504b7ca97c,befbc83c-c2ec-4243-834a-d172e166e0b1
0952ac78-ffa0-4a51-9c4d-c9f4f3e13837,da4b6bf2-0e9d-495a-8220-93359d2afa67
7b481ea1-6ad0-4578-b47f-4c46518d79e9,69ed12eb-a0d3-4c1b-8214-dcdef0ae874c
45b8deea-984d-422a-b7e1-ccab5e813242,a97bd4a2-ee7f-44a5-ba65-c9a1616a1b15
fdb34f4a-165a-4983-9dc7-a227b0eb097f,1797c4d9-1677-4ff6-ba71-98331d53f6c6
e632728f-457c-47fa-adc0-baafc33f3f9c,1797c4d9-1677-4ff6-ba71-98331d53f6c6
f4277211-e7f4-414e-b230-15a2f1997be3,027f53c8-0687-495f-917a-4dc6894216a6
c520ca3d-4c08-4143-a7ed-7e6be57b8925,d54f4476-7191-4a52-a310-8392f62404cb
9c88f231-e328-4ef1-b4dd-88d7d826e048,acd6cfc3-412b-4f61-a2c7-013c61fa2efe
7c1b5bea-5260-4690-845b-4c016c5915a3,a24e0ad7-668e-4bc7-ae3a-94964278a407
de3c8a1f-e8c2-4ea6-a61a-8334e663da07,1e14ddca-ef58-419d-bf95-a26f3a3c90ea
a4a9d078-c8b5-4337-96b9-6dcfa912fe2c,3e6bc216-301a-4f24-911c-8c3610e4a015
39f8ea94-1611-483d-956d-5718a9f0385b,b4f8ddc9-0ab4-447e-8292-5dcf8a9085ee
8c65a65c-eace-48f1-8273-70b30ae398ca,6f55766a-d980-414a-be4a-369e93ec3436
0e59112f-4495-44db-8d6f-dd05fb622fff,6f55766a-d980-414a-be4a-369e93ec3436
34131d17-b1ff-44a6-bc3f-28f03671d52e,43dde74a-1f3d-4172-bc20-83f93f2d428d
48abd3bf-78be-407e-83c6-60d624069874,a0638706-bc95-4274-a5a2-c678d23fcfea
46630645-14c5-4810-8554-3d5a61e26b62,6883e88c-05a5-4ae7-a43f-40d4f35a3a2d
01d69d8e-6010-457f-ac93-a1fb5c591aeb,37f4a944-d427-4f41-9d27-982a910103e8
01decbbd-553c-46c3-9976-6f28dceea321,76de8a78-90b8-4928-8dc1-bf3b8157382f
daf6b290-2478-40b7-9332-5492c81747a7,6883e88c-05a5-4ae7-a43f-40d4f35a3a2d
677d4dc4-e76a-4a2d-b70d-4c46b939e1c2,5be3d6e5-0c49-4c1c-928b-6b3de87e3574
06c5566f-d00e-4f55-bded-28e2a398c9c5,9397390c-357c-4063-9771-4185b02d77db
1a3aee1f-a884-4c67-a200-02f20ad52d88,9397390c-357c-4063-9771-4185b02d77db
c86f04d9-0224-45c9-882e-5d825b2a10fc,d22e9b65-495b-4d42-926a-01bf2c436d76
54336324-b48b-4d6e-b6eb-34e93e16a9cf,46dcbf6a-5da5-46d2-9450-66840ffcdbc0
548235c2-f14a-4d96-a9c5-b4e1191580f7,d22e9b65-495b-4d42-926a-01bf2c436d76
